,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
189,A very serious problem,Now,Very concerned,17327,2016-03-21 01:06:21,Gainesville,US,United States,70.187.85.2,29.6516,-82.3248,Florida,-04:00,32601
191,A very serious problem,In the next few years,Somewhat concerned,17326,2016-03-21 01:04:04,Gainesville,US,United States,70.187.85.2,29.6516,-82.3248,Florida,-04:00,32601
193,A very serious problem,Not for many years,Somewhat concerned,17325,2016-03-20 23:53:09,Pyeongtaek,KR,"Korea, Republic of",183.100.130.36,37.0833,126.76700000000001,Kyonggi-do,+09:00,445-953
194,A very serious problem,Now,Somewhat concerned,17324,2016-03-20 23:45:42,Nashville,US,United States,68.47.208.190,36.1659,-86.7844,Tennessee,-05:00,37201
195,A very serious problem,Now,Very concerned,17323,2016-03-20 22:52:01,North Tamborine,AU,Australia,49.197.149.179,-27.9276,153.185,Queensland,+10:00,4272
196,A not too serious problem,Not for many years,Not too concerned,17322,2016-03-20 22:47:23,Oklahoma City,US,United States,162.58.82.135,35.4587,-97.529,Oklahoma,-05:00,73125
197,A somewhat serious problem,Now,Somewhat concerned,17321,2016-03-20 22:44:34,Bowling Green,US,United States,74.141.111.15,36.9903,-86.4436,Kentucky,-05:00,42101
198,A very serious problem,Now,Very concerned,17320,2016-03-20 22:31:05,Memphis,US,United States,75.64.72.158,35.1495,-90.04899999999999,Tennessee,-05:00,37501
199,A somewhat serious problem,In the next few years,Not too concerned,17319,2016-03-20 22:09:23,Goshen,US,United States,50.172.30.231,41.5823,-85.8344,Indiana,-04:00,46526
200,A somewhat serious problem,In the next few years,Not at all concerned,17318,2016-03-20 22:04:31,Palm Springs,US,United States,74.106.44.36,33.8303,-116.545,California,-07:00,92262
201,A very serious problem,Now,Very concerned,17317,2016-03-20 21:51:32,Bayard,US,United States,174.56.52.116,32.7617,-108.131,New Mexico,-06:00,88023
202,A very serious problem,In the next few years,Somewhat concerned,17316,2016-03-20 21:35:06,Meridian Hills,US,United States,108.223.77.255,39.89,-86.1572,Indiana,-04:00,46260
203,A very serious problem,Now,Somewhat concerned,17315,2016-03-20 21:11:42,Stafford,US,United States,98.232.242.48,45.3573,-122.723,Oregon,-06:00,97062
204,A very serious problem,In the next few years,Somewhat concerned,17314,2016-03-20 20:44:20,Baton Rouge,US,United States,184.46.160.59,30.4508,-91.1545,Louisiana,-05:00,70801
205,A very serious problem,Now,Very concerned,17313,2016-03-20 20:37:34,Syracuse,US,United States,74.106.19.21,43.0481,-76.1474,New York,-04:00,13201
206,A very serious problem,Now,Not too concerned,17312,2016-03-20 19:11:42,Birmingham,US,United States,108.84.125.6,33.5207,-86.8025,Alabama,-05:00,35201
207,A very serious problem,In the next few years,Very concerned,17311,2016-03-20 19:06:31,Osijek,HR,Croatia,88.207.50.173,45.5511,18.6939,Osjecko-Baranjska,+02:00,31000
208,A very serious problem,In the next few years,Very concerned,17310,2016-03-20 18:55:52,Stalham Green,GB,United Kingdom,86.178.1.32,52.7676,1.52942,England,+01:00,NR12 9P
209,A very serious problem,Now,Somewhat concerned,17309,2016-03-20 18:48:03,Wichita Falls,US,United States,24.160.28.6,33.9137,-98.4934,Texas,-05:00,76301
210,A very serious problem,In the next few years,Very concerned,17308,2016-03-20 18:23:30,Parsonsfield,US,United States,76.179.163.193,43.727,-70.9287,Maine,-04:00,04047
211,A very serious problem,In the next few years,Not too concerned,17307,2016-03-20 18:23:11,Scarborough,CA,Canada,209.141.156.17,43.7722,-79.2567,Ontario,-04:00,M1B 0A1
212,A very serious problem,Now,Somewhat concerned,17306,2016-03-20 18:22:23,Apex,US,United States,74.242.206.85,35.7327,-78.8503,North Carolina,-04:00,27502
213,A very serious problem,Now,Somewhat concerned,17305,2016-03-20 17:49:48,Phoenix,US,United States,184.188.174.34,33.4484,-112.074,Arizona,-07:00,85001
214,A very serious problem,Now,Somewhat concerned,17304,2016-03-20 17:46:52,Solon,US,United States,76.241.138.122,41.3898,-81.4412,Ohio,-04:00,44139
215,A very serious problem,Now,Somewhat concerned,17303,2016-03-20 17:23:43,Dallas,US,United States,104.189.147.22,32.7831,-96.8067,Texas,-05:00,75201
216,Not a problem,Never,Not at all concerned,17302,2016-03-20 17:23:01,Tyler,US,United States,47.219.104.69,32.3252,-95.2948,Texas,-05:00,75701
217,A not too serious problem,Not for many years,Not at all concerned,17301,2016-03-20 16:55:16,Fort Myers,US,United States,73.23.218.98,26.6217,-81.8406,Florida,-04:00,33900
218,A very serious problem,Now,Very concerned,17300,2016-03-20 16:49:32,Leon Valley,US,United States,70.117.11.59,29.4952,-98.6186,Texas,-06:00,78238
219,A very serious problem,In the next few years,Very concerned,17299,2016-03-20 16:46:01,Ranaghat,IN,India,115.187.40.113,23.1833,88.5833,West Bengal,+05:30,713409
220,A very serious problem,Now,Very concerned,17298,2016-03-20 16:13:44,Ocoee,US,United States,97.104.218.104,28.5692,-81.544,Florida,-04:00,34761
221,Not a problem,Never,Not at all concerned,17297,2016-03-20 16:12:43,Yukon,US,United States,24.253.234.166,35.5067,-97.7625,Oklahoma,-05:00,73085
222,A very serious problem,Not for many years,Somewhat concerned,17296,2016-03-20 15:32:10,Corolla,US,United States,67.76.37.226,36.3814,-75.8331,North Carolina,-04:00,27927
223,A somewhat serious problem,Not for many years,Not at all concerned,17295,2016-03-20 15:30:31,Wickliffe,US,United States,24.165.183.123,41.6053,-81.4535,Ohio,-04:00,44092
224,A very serious problem,Now,Somewhat concerned,17294,2016-03-20 15:29:21,Ljubljana,SI,Slovenia,84.52.130.193,46.0511,14.5051,Ljubljana,+02:00,1000
225,A very serious problem,Now,Very concerned,17293,2016-03-20 15:21:07,Annapolis,US,United States,68.134.214.185,38.9785,-76.4922,Maryland,-04:00,21401
226,A not too serious problem,Now,Not too concerned,17292,2016-03-20 15:00:00,Prince Frederick,US,United States,69.250.108.220,38.5404,-76.5844,Maryland,-04:00,20678
227,A very serious problem,In the next few years,Not too concerned,17291,2016-03-20 14:58:41,Sioux Falls,US,United States,172.103.11.90,43.56399999999999,-96.7999,South Dakota,-05:00,57107
228,A not too serious problem,Not for many years,Not at all concerned,17290,2016-03-20 14:56:40,Novinger,US,United States,216.146.252.156,40.2947,-92.7493,Missouri,-05:00,63559
230,Not a problem,Not for many years,Not at all concerned,3057,2015-12-11 13:44:11,Novinger,US,United States,216.146.252.156,40.2947,-92.7493,Missouri,-05:00,63559
232,A very serious problem,Now,Very concerned,17289,2016-03-20 14:55:55,Bellevue,US,United States,73.53.48.69,47.6104,-122.20100000000001,Washington,-07:00,98004
233,A somewhat serious problem,In the next few years,Somewhat concerned,17288,2016-03-20 14:45:22,Kaiserslautern,DE,Germany,79.243.146.19,49.443000000000005,7.771610000000001,Rheinland-Pfalz,+02:00,67655
234,A very serious problem,Now,Somewhat concerned,17287,2016-03-20 14:18:49,Silver Spring,US,United States,50.181.81.23,38.9907,-77.0261,Maryland,-04:00,20901
235,A very serious problem,In the next few years,Very concerned,17286,2016-03-20 14:15:05,Cape Coast,GH,Ghana,41.66.208.39,5.10535,-1.2466,Central,+00:00,-
236,A very serious problem,Now,Somewhat concerned,17285,2016-03-20 14:05:27,La Pobla de Vallbona,ES,Spain,84.77.145.153,39.6,-0.55,Comunidad Valenciana,+02:00,46185
237,A not too serious problem,Never,Not too concerned,17284,2016-03-20 13:57:31,Baton Rouge,US,United States,174.64.20.27,30.4508,-91.1545,Louisiana,-05:00,70801
238,A very serious problem,In the next few years,Very concerned,17283,2016-03-20 13:48:02,Mount Laurel,US,United States,50.166.40.79,39.9489,-74.9003,New Jersey,-04:00,08054
239,A very serious problem,Now,Somewhat concerned,17282,2016-03-20 13:42:25,Hagerstown,US,United States,71.176.134.88,39.6418,-77.72,Maryland,-04:00,21740
240,A very serious problem,In the next few years,Somewhat concerned,17281,2016-03-20 13:25:24,Federal Way,US,United States,174.31.254.252,47.3223,-122.31299999999999,Washington,-07:00,98001
241,A not too serious problem,Not for many years,Not at all concerned,17280,2016-03-20 12:48:53,Norfolk,US,United States,70.208.136.119,36.8468,-76.2852,Virginia,-04:00,23501
242,A somewhat serious problem,Now,Somewhat concerned,17279,2016-03-20 12:47:46,Toms River,US,United States,24.0.72.11,39.9537,-74.1979,New Jersey,-04:00,08753
243,Not a problem,Not for many years,Not at all concerned,17278,2016-03-20 12:44:06,Placerville,US,United States,71.142.52.255,38.7296,-120.79899999999999,California,-07:00,95667
244,A somewhat serious problem,In the next few years,Not too concerned,17277,2016-03-20 12:23:01,San Bernardino,US,United States,76.174.164.16,34.1083,-117.29,California,-07:00,92401
245,A not too serious problem,Not for many years,Not at all concerned,17276,2016-03-20 12:19:52,Broomfield,US,United States,73.181.30.137,39.9205,-105.087,Colorado,-06:00,80020
246,A not too serious problem,Never,Not at all concerned,17275,2016-03-20 11:46:53,Los Angeles,US,United States,174.100.21.184,34.0522,-118.244,California,-07:00,90001
247,Not a problem,Not for many years,Not at all concerned,17274,2016-03-20 11:39:49,Wichita,US,United States,74.192.154.91,37.6922,-97.3375,Kansas,-05:00,67147
248,Not a problem,Not for many years,Not at all concerned,17273,2016-03-20 11:38:02,Mount Dora,US,United States,184.4.146.207,28.8025,-81.6445,Florida,-04:00,32756
249,A very serious problem,Now,Very concerned,17272,2016-03-20 11:35:07,Annapolis,US,United States,71.121.190.170,38.9785,-76.4922,Maryland,-04:00,21401
250,A very serious problem,Now,Very concerned,17271,2016-03-20 11:28:47,Richmond,US,United States,98.201.12.154,29.5822,-95.7608,Texas,-05:00,77406
251,A very serious problem,In the next few years,Somewhat concerned,17270,2016-03-20 11:25:51,Mesa,US,United States,68.3.150.40,33.4223,-111.823,Arizona,-07:00,85201
252,Not a problem,Now,Not at all concerned,17269,2016-03-20 11:08:32,Temple Terrace,US,United States,75.115.137.201,28.0353,-82.3893,Florida,-04:00,33617
253,A very serious problem,In the next few years,Somewhat concerned,17268,2016-03-20 10:09:47,Rigby,US,United States,184.155.216.60,43.6724,-111.915,Idaho,-06:00,83442
254,A somewhat serious problem,Now,Not at all concerned,17267,2016-03-20 09:33:31,Baraboo,US,United States,71.90.46.103,43.4711,-89.7443,Wisconsin,-05:00,53913
255,A somewhat serious problem,Never,Not at all concerned,17266,2016-03-20 09:17:54,Highland Park,US,United States,99.49.80.101,32.8335,-96.7919,Texas,-06:00,75205
256,A somewhat serious problem,Not for many years,Not too concerned,17265,2016-03-20 09:13:03,Reutlingen,DE,Germany,84.160.22.198,48.4914,9.20427,Baden-Wurttemberg,+02:00,72764
257,A very serious problem,Now,Very concerned,17264,2016-03-20 08:36:07,Orlando,US,United States,68.202.179.184,28.5383,-81.3792,Florida,-04:00,32801
258,A very serious problem,Now,Very concerned,17263,2016-03-20 08:31:30,Paranaque,PH,Philippines,112.209.129.19,14.4667,121.01700000000001,Metro Manila,+08:00,1612
259,A somewhat serious problem,Not for many years,Not too concerned,17262,2016-03-20 08:22:23,Warwick,US,United States,70.188.145.148,41.7001,-71.4162,Rhode Island,-04:00,02818
260,A not too serious problem,In the next few years,Somewhat concerned,17261,2016-03-20 08:19:15,Camden,US,United States,108.24.137.81,39.9259,-75.1196,New Jersey,-04:00,08101
261,A very serious problem,Now,Not too concerned,17260,2016-03-20 07:26:58,Pittsburgh,US,United States,98.111.238.225,40.4406,-79.9959,Pennsylvania,-04:00,15122
262,A not too serious problem,Not for many years,Not at all concerned,17259,2016-03-20 07:11:53,Norfolk,US,United States,71.120.161.95,36.8468,-76.2852,Virginia,-04:00,23501
263,A very serious problem,Now,Not too concerned,17258,2016-03-20 06:42:23,Louisville,US,United States,208.54.40.192,38.2542,-85.7594,Kentucky,-04:00,40201
264,A very serious problem,Now,Very concerned,17257,2016-03-20 06:37:50,Portland,US,United States,76.115.48.129,45.5234,-122.676,Oregon,-07:00,97086
265,A very serious problem,Now,Very concerned,17256,2016-03-20 06:08:13,Reinbek,DE,Germany,91.62.27.240,53.516999999999996,10.2488,Schleswig-Holstein,+02:00,21465
266,A not too serious problem,Never,Not too concerned,17255,2016-03-20 05:43:27,Rocanville,CA,Canada,207.195.86.60,50.3833,-101.70100000000001,Saskatchewan,-06:00,S0A 3L0
267,A very serious problem,Now,Very concerned,17254,2016-03-20 04:56:06,Dallas,US,United States,97.99.121.152,32.7831,-96.8067,Texas,-05:00,75201
268,A somewhat serious problem,Not for many years,Somewhat concerned,17253,2016-03-20 04:54:42,Newport Beach,US,United States,24.171.150.107,33.6189,-117.929,California,-07:00,92657
269,A very serious problem,Now,Very concerned,17252,2016-03-20 04:36:07,Houston,US,United States,73.232.244.56,29.7633,-95.3633,Texas,-05:00,77001
270,A very serious problem,In the next few years,Very concerned,17251,2016-03-20 04:30:34,New York City,US,United States,68.132.120.177,40.7143,-74.006,New York,-04:00,10116
271,A very serious problem,In the next few years,Very concerned,17250,2016-03-20 03:44:18,Blaine,US,United States,107.4.183.198,45.1608,-93.2349,Minnesota,-05:00,55014
272,A very serious problem,Now,Somewhat concerned,17249,2016-03-20 03:27:01,Pomona,US,United States,173.60.127.47,34.0553,-117.75200000000001,California,-07:00,91765
273,A very serious problem,In the next few years,Somewhat concerned,17248,2016-03-20 02:38:23,Los Angeles,US,United States,75.16.50.34,34.0522,-118.244,California,-07:00,90001
274,A very serious problem,Now,Very concerned,17247,2016-03-20 02:29:00,Clearwater,US,United States,96.228.238.241,27.9659,-82.8001,Florida,-04:00,33755
275,A very serious problem,Now,Very concerned,17246,2016-03-20 01:56:15,San Diego,US,United States,68.107.55.157,32.7153,-117.15700000000001,California,-07:00,92101
276,A very serious problem,Now,Very concerned,17245,2016-03-20 01:52:38,Blue Springs,US,United States,76.0.26.223,39.0169,-94.2816,Missouri,-05:00,64013
277,A very serious problem,Now,Very concerned,17244,2016-03-20 01:51:36,San Diego,US,United States,68.8.133.147,32.7153,-117.15700000000001,California,-07:00,92101
278,A very serious problem,Now,Very concerned,17243,2016-03-20 01:22:00,San Diego,US,United States,68.101.131.7,32.7153,-117.15700000000001,California,-07:00,92101
279,A very serious problem,Now,Very concerned,17242,2016-03-20 01:08:12,Black Mountain,US,United States,71.81.196.109,35.6179,-82.3212,North Carolina,-04:00,28711
280,A very serious problem,Now,Somewhat concerned,17241,2016-03-20 00:56:15,Lansing,US,United States,172.56.11.36,42.7325,-84.5555,Michigan,-04:00,48901
281,A very serious problem,Now,Very concerned,17240,2016-03-20 00:49:20,Dickson,US,United States,99.42.181.142,36.077,-87.3878,Tennessee,-05:00,37055
282,A very serious problem,In the next few years,Somewhat concerned,17239,2016-03-20 00:34:38,Waitakere,NZ,New Zealand,125.237.136.217,-36.9175,174.658,Auckland,+13:00,0641
283,A very serious problem,Now,Somewhat concerned,17238,2016-03-19 23:38:57,Manitowoc,US,United States,73.37.186.183,44.0886,-87.6576,Wisconsin,-05:00,54220
284,A very serious problem,Now,Somewhat concerned,17237,2016-03-19 23:30:57,Vicksburg,US,United States,206.255.102.54,32.3263,-90.8615,Mississippi,-05:00,39180
285,A very serious problem,In the next few years,Very concerned,17236,2016-03-19 23:10:34,Flushing,US,United States,70.214.101.153,40.7658,-73.8331,New York,-04:00,11351
287,A very serious problem,In the next few years,Very concerned,17235,2016-03-19 23:08:39,Flushing,US,United States,70.214.101.153,40.7658,-73.8331,New York,-04:00,11351
289,A very serious problem,In the next few years,Somewhat concerned,17234,2016-03-19 22:52:27,Quincy,US,United States,173.48.93.60,42.2529,-71.0023,Massachusetts,-04:00,02169
290,A somewhat serious problem,Not for many years,Somewhat concerned,17233,2016-03-19 22:29:42,Cheyenne,US,United States,174.45.149.98,41.14,-104.82,Wyoming,-06:00,82001
291,A somewhat serious problem,Not for many years,Not at all concerned,17232,2016-03-19 22:19:54,Noblesville,US,United States,73.168.182.44,40.0456,-86.0086,Indiana,-04:00,46060
292,A very serious problem,Now,Very concerned,17231,2016-03-19 21:49:48,Shiloh,US,United States,107.77.90.88,35.1507,-88.3218,Tennessee,-05:00,38376
293,A very serious problem,In the next few years,Very concerned,17230,2016-03-19 21:25:33,Devon,CA,Canada,68.149.154.233,53.3668,-113.735,Alberta,-06:00,T9G 0A1
294,A very serious problem,Now,Very concerned,17229,2016-03-19 21:22:39,Santa Monica,US,United States,172.248.47.61,34.0195,-118.491,California,-07:00,90401
295,Not a problem,Never,Not at all concerned,17228,2016-03-19 21:16:25,Glendale,US,United States,70.176.241.6,33.5387,-112.186,Arizona,-07:00,85301
296,A very serious problem,Now,Very concerned,17227,2016-03-19 21:07:54,Hicksville,US,United States,47.16.161.20,40.7641,-73.51899999999999,New York,-04:00,11801
297,A very serious problem,Now,Somewhat concerned,17226,2016-03-19 21:07:24,Punta Gorda,US,United States,71.51.171.139,26.9298,-82.0454,Florida,-04:00,33950
298,A very serious problem,Now,Very concerned,17225,2016-03-19 20:35:46,Poughkeepsie,US,United States,96.249.213.179,41.7004,-73.921,New York,-04:00,12601
